"Central.Air","Lot.Shape","Garage.Cars","Overall.Qual","TotRms.AbvGrd","Gr.Liv.Area","Garage.Area","Fireplaces","Yr.Sold","SalePrice"
"N","Reg",2,1,4,733,487,0,2008,13100
"N","Reg",1,4,6,1361,185,0,2008,89000
"N","Reg",1,4,6,1317,250,0,2008,40000
"N","Reg",1,4,5,1049,195,0,2008,80900
"Y","Reg",3,3,6,894,1248,0,2008,81000
"Y","Reg",1,4,5,864,216,0,2008,65000
"Y","IR1",2,8,5,1652,482,1,2008,392500
"Y","IR1",2,8,5,1648,525,1,2008,294464
"Y","IR1",2,7,5,1646,482,1,2008,250000
"Y","IR1",2,8,5,1646,482,1,2008,275000
"Y","IR2",3,7,7,2032,786,0,2008,300000
"Y","IR1",3,8,7,1689,857,2,2008,271000
"Y","Reg",3,7,8,1820,816,1,2008,213000
"Y","Reg",1,6,6,1118,358,1,2008,171000
"Y","Reg",2,6,6,1279,473,2,2008,171500
"Y","Reg",2,5,8,1872,484,0,2008,100000
"Y","Reg",2,4,6,1689,432,1,2008,228500
"Y","IR1",2,5,7,1786,529,2,2008,228950
"Y","IR1",2,7,6,1501,512,1,2008,241500
"Y","IR1",2,8,10,2898,665,1,2008,287000
"Y","IR1",3,8,8,1537,788,0,2008,294000
"Y","IR1",3,8,7,1646,800,1,2008,293077
"Y","IR1",2,8,6,1780,612,1,2008,264966
"Y","Reg",2,5,6,1442,400,0,2008,172500
"Y","Reg",2,5,7,1394,400,0,2008,167500
"Y","IR1",3,7,6,1612,666,0,2008,218689
"Y","IR1",2,6,8,1495,438,1,2008,150000
"Y","IR1",2,6,7,1651,616,1,2008,184000
"Y","Reg",2,6,6,1256,578,1,2008,180000
"Y","Reg",2,6,5,1509,600,1,2008,175000
"Y","IR1",2,8,7,1440,467,1,2008,232500
"Y","IR1",2,6,6,1675,435,0,2008,195000
"Y","Reg",3,8,10,2262,749,2,2008,305000
"Y","IR1",2,8,7,1728,520,1,2008,298751
"Y","IR1",3,8,7,1964,892,1,2008,370000
"Y","IR1",4,7,8,1344,784,0,2008,209200
"Y","Reg",4,7,8,1344,784,0,2008,206300
"Y","Reg",0,5,5,1092,0,0,2008,146000
"Y","Reg",2,6,4,1189,392,0,2008,160500
"Y","Reg",3,4,6,1200,850,0,2008,173000
"Y","Reg",2,5,6,1040,499,0,2008,124000
"Y","Reg",1,5,4,1304,336,1,2008,115000
"Y","Reg",1,5,6,1475,336,1,2008,129500
"Y","Reg",1,4,5,988,297,0,2008,105000
"Y","Reg",1,4,4,988,297,1,2008,94900
"Y","IR1",1,5,6,1160,257,0,2008,152500
"Y","Reg",0,6,6,1092,0,0,2008,98000
"Y","Reg",0,4,3,630,0,0,2008,81000
"Y","Reg",2,5,4,988,520,0,2008,113000
"Y","Reg",1,5,4,816,264,0,2008,128500
"Y","IR1",1,5,5,923,264,0,2008,119500
"Y","Reg",1,5,5,816,264,1,2008,130500
"Y","Reg",2,5,4,816,816,0,2008,138000
"Y","Reg",1,5,6,845,264,0,2008,134500
"Y","IR1",1,6,7,1750,423,0,2008,160000
"Y","Reg",2,5,6,889,484,0,2008,137500
"Y","IR1",2,5,7,1968,530,1,2008,172000
"Y","IR1",1,5,7,1836,288,0,2008,103000
"Y","Reg",2,6,7,1587,525,1,2007,167300
"Y","Reg",2,7,5,1277,526,1,2007,167000
"Y","IR1",2,7,8,2223,516,2,2007,244000
"Y","IR1",2,8,8,2217,621,1,2007,268000
"Y","IR1",2,7,7,1733,433,1,2007,225000
"Y","IR1",2,6,7,1572,373,1,2007,168000
"Y","IR2",2,6,6,1470,388,0,2007,177000
"Y","IR1",2,6,7,1600,460,1,2007,169000
"Y","IR1",2,6,7,1384,390,1,2007,161500
"Y","Reg",2,8,6,1652,499,0,2007,251000
"Y","IR1",2,6,7,1694,398,1,2007,160000
"Y","IR1",2,6,7,1714,451,1,2007,180000
"Y","Reg",2,7,6,1553,420,0,2007,178750
"Y","Reg",2,7,6,1253,402,1,2007,176000
"Y","Reg",2,6,7,2299,482,1,2007,204000
"Y","IR1",2,7,6,1187,420,0,2007,160000
"Y","IR1",2,7,7,1472,402,1,2007,160000
"Y","IR1",2,7,7,1482,392,1,2007,163900
"Y","IR1",2,6,7,1642,392,1,2007,168000
"Y","Reg",2,6,6,1128,480,1,2007,154204
"Y","Reg",2,8,5,1088,461,0,2007,170000
"Y","IR1",2,7,6,2090,577,1,2007,207500
"Y","IR1",2,8,5,1179,480,0,2007,182000
"Y","IR1",2,8,4,1321,484,1,2007,212000
"Y","IR1",3,9,8,1922,676,1,2007,377426
"Y","IR1",3,8,10,2541,729,1,2007,349265
"Y","IR1",3,9,8,2338,1110,2,2007,591587
"Y","IR1",3,5,7,1424,828,0,2007,155000
"Y","IR1",2,9,6,1612,556,1,2007,319900
"Y","Reg",2,8,7,1419,567,1,2007,392000
"Y","IR1",2,8,7,2234,724,1,2007,441929
"Y","IR1",3,10,8,2042,724,1,2007,455000
"Y","IR1",2,6,7,1440,467,1,2007,182900
"Y","IR1",2,6,5,1284,480,0,2007,174000
"Y","Reg",2,6,7,1868,477,1,2007,178000
"Y","Reg",2,7,6,1479,484,1,2007,176000
"Y","Reg",2,7,7,1664,663,1,2007,213000
"Y","IR1",2,7,9,1930,481,1,2007,192000
"Y","Reg",2,7,8,1969,534,1,2007,190000
"Y","IR1",2,6,8,2030,551,1,2007,195000
"Y","IR1",2,6,6,1032,564,1,2007,148000
"Y","Reg",2,6,6,1177,495,0,2007,151500
"Y","Reg",2,7,6,1725,550,1,2007,197000
"Y","Reg",2,6,5,1353,478,1,2007,192350
"Y","Reg",2,5,7,1620,462,0,2007,152000
"Y","IR1",2,6,6,1220,944,1,2007,170000
"Y","IR1",2,5,7,1484,487,1,2007,175000
"Y","Reg",2,6,7,1743,539,1,2007,175000
"Y","Reg",2,7,7,1935,550,1,2007,197900
"Y","IR1",2,7,5,1324,585,1,2007,174000
"Y","Reg",2,6,8,1877,488,1,2007,178900
"Y","Reg",1,5,5,1109,288,0,2007,139000
"Y","IR1",2,6,5,981,576,0,2007,143250
"Y","IR1",2,7,7,1479,484,0,2007,184000
"Y","Reg",2,5,7,1422,576,0,2007,155000
"Y","Reg",1,5,5,914,368,0,2007,133000
"Y","IR1",1,5,5,950,280,0,2007,119500
"Y","Reg",4,4,5,872,480,0,2007,123000
"Y","IR1",1,4,4,858,684,0,2007,110000
"Y","Reg",1,4,4,914,270,0,2007,128000
"Y","Reg",2,4,5,864,528,0,2007,120500
"Y","Reg",1,7,4,767,367,0,2007,133000
"Y","IR1",2,6,5,1337,511,1,2007,155000
"Y","IR2",2,6,5,1337,522,1,2007,177000
"Y","Reg",1,6,6,1092,264,0,2007,113500
"Y","Reg",1,6,7,1218,264,0,2007,113000
"Y","Reg",1,6,7,1218,264,0,2007,113700
"Y","Reg",2,5,6,1302,440,0,2007,106000
"Y","Reg",2,5,6,1365,440,0,2007,122500
"Y","IR1",2,6,5,958,440,1,2007,128000
"Y","Reg",2,6,7,1548,440,1,2007,155000
"Y","Reg",1,7,4,1055,319,0,2007,142500
"Y","Reg",1,5,5,988,360,0,2007,129250
"Y","Reg",3,9,7,1816,730,1,2007,356000
"Y","Reg",3,9,9,1828,774,1,2007,314813
"Y","Reg",3,8,7,1694,818,0,2007,318000
"Y","Reg",3,8,7,1694,856,1,2007,322400
"Y","Reg",3,8,7,1734,928,1,2007,318000
"Y","Reg",3,8,7,2122,938,1,2007,345474
"Y","Reg",3,9,8,2121,732,1,2007,415298
"Y","Reg",3,9,8,2656,1040,1,2007,492000
"Y","Reg",3,8,11,2550,670,1,2007,338931
"Y","Reg",3,10,7,2046,878,2,2007,450000
"Y","Reg",3,7,9,2172,947,1,2007,280000
"Y","Reg",3,9,8,2552,932,2,2007,479069
"Y","Reg",3,8,9,1973,895,1,2007,395000
"Y","Reg",3,9,9,2643,694,1,2007,380000
"Y","IR1",3,8,7,1634,866,1,2007,250000
"Y","IR1",3,8,7,1976,908,1,2007,440000
"Y","IR1",3,9,9,2758,814,1,2007,418000
"Y","IR2",3,10,7,2290,1174,1,2007,500067
"Y","IR1",2,8,7,2152,728,1,2007,260116
"Y","Reg",3,8,9,2473,852,1,2007,317000
"Y","IR1",3,8,8,2100,786,2,2007,319500
"Y","Reg",3,8,8,2161,789,1,2007,325624
"Y","IR1",3,9,7,1802,843,1,2007,372000
"Y","IR1",3,8,11,2956,916,1,2007,342000
"Y","IR1",3,8,10,2468,872,1,2007,354000
"Y","Reg",3,8,7,2385,818,1,2007,350000
"Y","Reg",3,8,10,2374,656,1,2007,285000
"Y","Reg",3,8,8,1818,774,1,2007,281500
"Y","IR1",3,7,7,1614,878,0,2007,245700
"Y","IR1",2,8,7,1721,554,0,2007,232698
"Y","IR1",3,8,7,1828,876,0,2007,250000
"Y","IR1",2,6,6,1362,460,1,2007,194700
"Y","Reg",2,6,5,1302,631,1,2007,204000
"Y","Reg",2,6,5,1302,631,1,2007,200000
"Y","IR1",2,6,6,1362,460,1,2007,207000
"Y","Reg",2,8,6,1554,627,1,2007,209500
"Y","Reg",2,8,6,1554,627,1,2007,209500
"Y","IR1",2,8,6,1370,484,1,2007,202500
"Y","IR1",2,9,6,1577,564,1,2007,280000
"Y","Reg",2,9,6,1561,556,1,2007,277500
"Y","IR1",2,9,6,1869,617,1,2007,318061
"Y","Reg",2,8,6,1324,550,1,2007,221370
"Y","Reg",2,7,6,1405,478,1,2007,200000
"Y","IR1",2,6,7,1496,572,0,2007,181755
"Y","Reg",2,6,6,1536,400,1,2007,176000
"Y","Reg",2,6,8,1484,393,1,2007,178900
"Y","IR1",2,7,6,1458,454,0,2007,168165
"Y","IR1",2,6,7,1495,440,1,2007,171925
"Y","IR1",3,6,6,1746,350,1,2007,198444
"Y","IR1",2,6,6,1326,388,0,2007,203000
"Y","IR1",2,7,8,1456,400,1,2007,179540
"Y","IR1",2,7,6,1302,436,0,2007,176485
"Y","IR1",2,7,6,1340,396,0,2007,181134
"Y","IR1",2,6,6,1412,432,1,2007,156932
"Y","IR1",2,6,6,1504,440,0,2007,166000
"Y","Reg",2,7,7,1456,400,0,2007,177594
"Y","Reg",2,7,6,1258,462,0,2007,173500
"Y","Reg",3,7,6,1258,648,1,2007,172500
"Y","Reg",3,7,7,1402,648,1,2007,194201
"Y","Reg",3,8,7,1589,630,1,2007,226500
"Y","Reg",2,7,6,1266,388,1,2007,185485
"Y","IR3",3,7,7,1530,630,1,2007,259000
"Y","IR2",2,7,5,1119,437,0,2007,188500
"Y","IR1",2,7,8,1374,400,1,2007,175000
"Y","IR1",2,7,8,1959,434,1,2007,215000
"Y","IR1",2,7,6,1525,534,1,2007,206580
"Y","IR1",2,7,7,1720,440,1,2007,183500
"Y","IR1",2,7,7,1394,400,1,2007,165500
"Y","Reg",2,7,8,1948,434,1,2007,211000
"Y","Reg",2,6,7,1690,463,1,2007,181000
"Y","IR1",2,7,8,1995,435,1,2007,219500
"Y","Reg",2,6,7,1647,460,1,2007,175000
"Y","IR1",2,7,8,1430,400,1,2007,170000
"Y","Reg",2,7,6,1320,400,0,2007,162000
"Y","IR1",2,6,7,1690,442,1,2007,187000
"Y","IR1",2,6,7,1644,460,1,2007,185000
"Y","IR1",3,10,10,4476,813,2,2007,745000
"Y","IR1",3,8,8,2551,925,2,2007,384500
"Y","Reg",3,8,8,2285,648,1,2007,248000
"Y","Reg",3,10,8,2633,804,2,2007,466500
"Y","IR1",3,9,9,3078,806,1,2007,410000
"Y","IR1",3,8,9,2582,758,1,2007,322500
"Y","Reg",3,7,8,2385,600,1,2007,252000
"Y","IR1",3,10,10,4316,832,2,2007,755000
"Y","IR1",2,7,8,2013,455,1,2007,269790
"Y","IR1",3,7,8,2398,834,1,2007,315750
"Y","IR1",3,7,9,2520,721,1,2007,290000
"Y","IR1",3,8,9,2531,752,1,2007,290000
"Y","IR1",2,8,10,3228,546,1,2007,430000
"Y","Reg",2,8,9,2202,517,1,2007,263000
"Y","IR1",3,8,8,2538,933,1,2007,330000
"Y","Reg",2,7,5,1369,605,0,2007,213133
"Y","Reg",3,8,6,1542,852,1,2007,260261
"Y","IR1",3,9,8,1905,788,1,2007,320000
"Y","IR1",3,8,6,1464,754,0,2007,282922
"Y","Reg",2,8,7,1534,484,1,2007,215000
"Y","IR1",3,10,6,1966,1092,1,2007,419005
"Y","IR1",3,8,8,1636,865,1,2007,255000
"Y","Reg",3,8,7,1795,895,1,2007,147000
"Y","Reg",2,7,6,1528,480,1,2007,235876
"Y","Reg",3,7,8,1726,786,1,2007,311872
"Y","Reg",3,7,7,1689,954,0,2007,248328
"Y","Reg",3,8,7,1588,825,1,2007,227000
"Y","Reg",2,8,7,1538,484,0,2007,260000
"Y","Reg",2,8,7,1496,474,0,2007,225000
"Y","Reg",2,7,7,1506,672,1,2007,249000
"Y","Reg",2,8,7,1694,636,1,2007,307000
"Y","Reg",3,7,7,1977,574,0,2007,250000
"Y","Reg",3,8,7,1830,859,0,2007,221300
"Y","Reg",2,8,6,1338,598,0,2007,208900
"Y","Reg",2,7,6,1335,575,0,2007,210400
"Y","Reg",2,8,8,1792,590,0,2007,255000
"Y","Reg",2,5,8,1588,561,0,2007,212109
"Y","Reg",3,8,8,1959,1025,1,2007,270000
"Y","Reg",2,8,11,2610,550,1,2007,303477
"Y","IR1",3,8,8,1880,880,1,2007,310013
"Y","Reg",3,8,7,1656,826,0,2007,249700
"Y","Reg",2,7,7,1761,578,0,2007,227875
"Y","Reg",2,8,6,1584,594,1,2007,261329
"Y","IR1",3,8,5,1685,658,1,2007,253000
"Y","Reg",3,6,9,2443,744,1,2007,265000
"Y","IR1",2,8,8,2466,610,1,2007,340000
"Y","Reg",0,6,6,1100,0,0,2007,146000
"Y","Reg",0,7,5,1143,0,0,2007,147000
"Y","Reg",2,5,6,1094,576,0,2007,149000
"Y","IR1",2,7,7,1486,566,0,2007,181000
"Y","IR1",2,6,7,1721,471,0,2007,201000
"Y","IR2",2,6,7,1820,492,0,2007,191750
"Y","Reg",2,7,6,1349,539,0,2007,179000
"Y","IR3",2,7,5,1494,514,1,2007,215000
"Y","Reg",2,6,5,1575,529,0,2007,179200
"Y","Reg",1,6,5,1266,283,2,2007,128000
"Y","IR1",2,5,5,884,504,0,2007,144000
"Y","Reg",2,5,10,2020,630,2,2007,144000
"Y","Reg",1,5,5,894,308,0,2007,120750
"Y","Reg",2,5,5,970,624,0,2007,132500
"Y","Reg",2,5,6,1057,576,0,2007,132000
"Y","IR1",1,5,6,999,264,0,2007,132500
"Y","Reg",2,4,5,1120,544,0,2007,129000
"Y","IR1",1,5,8,1696,349,1,2007,143900
"Y","Reg",2,5,5,1040,686,0,2007,145000
"Y","IR1",2,5,5,988,572,0,2007,128500
"Y","IR1",1,5,6,902,288,0,2007,125500
"Y","IR1",2,7,7,2503,564,1,2007,300000
"Y","IR1",2,7,9,2167,518,2,2007,294000
"Y","IR1",2,5,5,1037,431,0,2007,129000
"Y","IR1",2,5,6,1701,611,2,2007,171000
"Y","IR1",2,6,5,1055,542,1,2007,147000
"Y","IR1",2,8,9,2810,750,1,2007,302000
"Y","Reg",2,8,9,2872,541,1,2007,285000
"Y","IR1",2,8,6,1378,540,1,2007,214000
"Y","IR1",2,8,5,1151,484,0,2007,166000
"Y","IR1",2,8,5,1565,476,0,2007,193800
"Y","Reg",2,7,5,1352,466,1,2007,208900
"Y","Reg",2,7,5,1352,466,1,2007,194000
"Y","IR2",2,8,5,1550,528,0,2007,207500
"Y","IR1",2,7,4,1241,569,0,2007,199900
"Y","IR1",2,7,5,1250,528,0,2007,164700
"Y","Reg",2,6,6,1501,440,1,2007,176500
"Y","Reg",2,6,5,1458,440,1,2007,176000
"Y","Reg",2,6,4,1512,440,1,2007,168500
"Y","Reg",2,6,4,1573,440,0,2007,177000
"Y","Reg",2,6,5,1525,440,1,2007,177000
"Y","IR2",2,7,4,1102,480,0,2007,148800
"Y","Reg",2,8,5,1441,492,0,2007,174000
"Y","IR1",2,7,7,1950,576,1,2007,239000
"Y","IR1",2,7,5,1358,625,0,2007,204000
"Y","IR1",2,8,8,2048,552,2,2007,301000
"Y","IR1",2,8,8,2362,1105,2,2007,312500
"Y","IR2",2,8,5,1494,478,1,2007,279700
"Y","Reg",2,7,8,2362,546,1,2007,255000
"Y","IR1",2,5,5,1432,588,1,2007,194000
"Y","IR1",2,5,6,1437,528,1,2007,218000
"Y","IR1",2,8,4,1295,571,2,2007,213750
"Y","Reg",2,6,7,1855,512,1,2007,187000
"Y","Reg",2,6,6,1262,460,1,2007,181500
"Y","IR1",2,8,7,2497,676,2,2007,373000
"Y","IR1",2,5,12,2620,600,1,2007,190000
"Y","Reg",2,7,7,1929,650,1,2007,226000
"Y","Reg",2,6,7,1152,412,0,2007,143450
"Y","Reg",2,6,8,2411,570,1,2007,240050
"Y","IR1",2,6,6,1082,480,0,2007,162500
"Y","Reg",2,6,6,1295,528,0,2007,164000
"Y","IR1",2,7,8,1610,515,1,2007,185000
"Y","Reg",2,7,6,1594,472,1,2007,188500
"Y","Reg",2,7,8,2075,473,1,2007,255000
"Y","IR1",2,5,8,1680,528,0,2007,136905
"Y","IR1",2,6,6,1093,484,1,2007,158500
"Y","Reg",2,7,6,1242,528,1,2007,175500
"Y","Reg",1,6,6,1052,311,0,2007,127000
"Y","Reg",1,5,5,1107,308,0,2007,127000
"Y","IR1",1,5,5,1214,318,1,2007,143000
"Y","Reg",2,5,6,1073,515,0,2007,156000
"Y","Reg",1,5,6,1344,484,1,2007,144000
"Y","IR1",1,5,10,1728,352,0,2007,119000
"N","IR1",3,4,8,1224,530,0,2007,103000
"Y","IR1",1,5,6,1422,286,1,2007,139900
"Y","IR1",1,6,5,958,301,0,2007,151500
"Y","IR1",2,5,6,1065,461,0,2007,126500
"Y","Reg",1,6,6,1138,264,0,2007,145000
"Y","IR1",1,5,5,912,297,0,2007,120000
"Y","IR1",2,5,6,1074,396,1,2007,124000
"Y","IR1",1,5,5,882,294,0,2007,106500
"Y","IR1",2,5,6,1187,440,1,2007,140500
"Y","IR1",2,5,5,964,784,1,2007,137500
"Y","Reg",1,5,5,894,312,0,2007,117600
"Y","Reg",2,7,6,1200,440,1,2007,163500
"Y","Reg",2,6,5,1042,440,0,2007,161000
"Y","Reg",1,6,7,1302,309,0,2007,158000
"Y","Reg",2,6,8,2154,539,1,2007,224500
"Y","IR1",1,6,7,1374,286,1,2007,147000
"Y","Reg",2,6,6,1652,510,1,2007,200000
"Y","IR1",2,6,7,1429,572,2,2007,181900
"Y","Reg",2,5,7,1327,624,0,2007,150750
"Y","Reg",2,4,6,1224,462,0,2007,101800
"Y","IR1",1,6,4,932,306,1,2007,124000
"Y","Reg",2,5,4,908,512,0,2007,138500
"N","Reg",0,1,2,334,0,0,2007,39300
"N","Reg",0,3,4,666,0,0,2007,64500
"N","Reg",0,3,4,670,0,0,2007,64000
"Y","Reg",1,5,5,808,308,0,2007,112000
"Y","Reg",2,6,9,1977,540,1,2007,165000
"Y","Reg",1,5,6,1150,288,0,2007,144000
"Y","Reg",2,5,10,1920,400,0,2007,137000
"Y","Reg",1,5,6,1376,240,1,2007,105000
"Y","Reg",1,5,7,1644,312,2,2007,146500
"Y","Reg",3,5,8,1560,792,0,2007,126000
"Y","IR1",2,5,6,1280,432,1,2007,175000
"Y","IR1",2,6,6,1254,525,1,2007,158500
"Y","Reg",1,5,5,912,275,0,2007,114500
"Y","Reg",1,5,7,1524,315,0,2007,144000
"Y","IR1",2,6,7,2380,596,1,2007,129000
"Y","Reg",1,6,4,936,315,0,2007,141000
"Y","IR1",1,5,6,1008,308,0,2007,131000
"Y","Reg",2,5,6,1053,692,0,2007,142100
"Y","Reg",1,5,6,1056,308,0,2007,139000
"Y","Reg",1,6,7,1442,301,0,2007,157900
"Y","Reg",1,5,6,1056,260,0,2007,139400
"Y","IR1",1,6,6,1244,336,2,2007,150000
"Y","Reg",1,5,6,1144,336,1,2007,120000
"Y","Reg",2,6,8,1721,464,3,2007,174850
"Y","Reg",1,5,5,922,308,0,2007,116000
"Y","Reg",1,5,6,1048,286,0,2007,135000
"Y","IR3",2,6,7,1657,484,1,2007,163500
"Y","IR1",1,5,7,1411,310,1,2007,130000
"Y","Reg",1,5,5,1216,336,0,2007,129500
"Y","Reg",1,5,6,1154,336,0,2007,142000
"Y","Reg",2,5,8,1560,484,0,2007,128600
"Y","Reg",2,6,5,948,410,0,2007,125000
"Y","Reg",1,6,6,1040,293,0,2007,136000
"Y","Reg",1,5,6,1008,240,0,2007,134500
"Y","Reg",1,5,5,925,252,0,2007,127000
"Y","Reg",2,5,6,1360,572,1,2007,130000
"Y","Reg",1,4,7,1540,352,0,2007,115000
"Y","Reg",1,5,5,925,390,2,2007,116900
"Y","Reg",1,5,4,928,252,0,2007,132000
"Y","Reg",1,4,6,1647,280,1,2007,153000
"Y","Reg",1,5,6,924,420,0,2007,112500
"Y","Reg",0,4,7,1544,0,0,2007,138000
"Y","Reg",2,5,4,893,576,0,2007,135000
"Y","IR1",1,5,7,1728,371,1,2007,156000
"Y","Reg",3,5,9,3086,1200,0,2007,301600
"Y","Reg",1,5,5,1034,240,0,2007,109000
"Y","Reg",0,4,4,882,0,0,2007,103200
"Y","Reg",2,4,6,1281,580,0,2007,128500
"Y","Reg",1,4,5,968,216,0,2007,64500
"Y","Reg",0,5,6,1534,0,0,2007,148000
"Y","Reg",1,5,4,691,216,0,2007,86000
"Y","IR1",1,7,6,1651,276,2,2007,172000
"Y","IR1",1,5,5,888,240,0,2007,120000
"Y","IR1",1,6,5,952,288,0,2007,128500
"Y","IR1",2,5,9,2080,504,2,2007,135000
"Y","Reg",2,5,6,924,576,1,2007,122900
"Y","Reg",1,6,5,1082,240,1,2007,119200
"Y","Reg",1,6,7,1846,315,1,2007,143000
"Y","Reg",1,5,6,988,276,0,2007,119000
"Y","Reg",1,5,6,1238,357,1,2007,102000
"Y","Reg",2,5,5,864,720,0,2007,129000
"Y","Reg",1,5,6,1134,254,0,2007,135000
"Y","Reg",1,5,6,1040,286,0,2007,152000
"Y","Reg",1,5,6,1170,338,1,2007,140000
"Y","Reg",1,5,6,1242,324,0,2007,152000
"Y","Reg",1,5,6,1377,351,2,2007,156500
"N","Reg",0,5,10,1800,0,0,2007,141000
"Y","Reg",1,5,7,925,300,0,2007,99000
"Y","Reg",2,6,7,1851,440,1,2007,187000
"Y","Reg",1,5,8,1812,264,1,2007,169500
"Y","Reg",1,5,5,864,294,0,2007,125500
"Y","Reg",1,5,6,936,288,1,2007,130000
"Y","Reg",2,5,5,960,576,0,2007,103000
"Y","Reg",2,5,7,1432,360,0,2007,132000
"Y","Reg",2,6,6,1296,576,0,2007,127500
"N","Reg",1,5,4,1022,184,1,2007,89500
"Y","Reg",2,5,4,936,672,0,2007,140000
"Y","Reg",1,5,5,967,180,1,2007,99900
"Y","Reg",1,4,6,1047,273,0,2007,100000
"Y","Reg",2,5,5,1072,379,2,2007,130000
"Y","Reg",2,5,6,1174,576,1,2007,135000
"Y","Reg",1,3,6,1183,308,0,2007,120000
"Y","Reg",2,4,7,1131,672,0,2007,89471
"N","Reg",1,4,6,1141,252,0,2007,85000
"Y","Reg",1,4,5,960,308,0,2007,108500
"Y","Reg",2,4,7,1798,342,0,2007,137000
"Y","Reg",0,5,4,866,0,0,2007,110500
"Y","Reg",2,5,5,968,480,0,2007,100000
"N","IR1",2,8,7,1772,816,0,2007,184900
"Y","Reg",1,6,9,1642,374,1,2007,145000
"Y","Reg",1,5,6,1472,250,0,2007,125000
"Y","Reg",2,5,6,1232,480,0,2007,114000
"N","Reg",2,5,10,2337,560,0,2007,90000
"Y","Reg",2,6,6,1650,468,0,2007,144100
"Y","Reg",1,6,8,2210,205,0,2007,117500
"Y","Reg",1,5,6,1358,336,1,2007,124500
"Y","Reg",2,7,8,2454,576,1,2007,185000
"N","Reg",2,6,9,2291,506,1,2007,133900
"Y","Reg",1,6,5,1616,216,0,2007,152000
"Y","Reg",2,5,5,1559,812,0,2007,153500
"Y","Reg",2,7,8,2554,704,0,2007,159500
"Y","Reg",1,5,6,1248,160,0,2007,87000
"Y","Reg",1,4,5,968,331,0,2007,104500
"Y","Reg",1,4,6,1382,384,1,2007,110000
"N","Reg",1,5,6,1060,308,1,2007,136500
"Y","Reg",1,5,6,1435,308,0,2007,128250
"Y","IR1",2,5,6,1167,495,1,2007,144000
"Y","IR1",2,6,6,1635,440,1,2007,210000
"Y","Reg",1,5,6,1274,224,0,2007,135000
"Y","Reg",1,6,6,1232,217,2,2007,128000
"Y","Reg",2,6,6,1218,440,1,2007,131000
"Y","Reg",1,5,5,884,240,0,2007,113000
"Y","Reg",2,6,6,1409,528,1,2007,126000
"Y","Reg",1,5,7,1322,280,0,2007,132000
"Y","Reg",1,5,6,1426,230,1,2007,131750
"Y","Reg",2,5,6,1281,379,0,2007,132500
"Y","Reg",1,5,8,1513,180,0,2007,137500
"Y","Reg",2,7,5,854,576,0,2007,132000
"Y","Reg",1,6,6,1367,560,1,2007,127500
"N","Reg",1,6,5,986,180,1,2007,102000
"Y","Reg",1,6,8,2264,408,0,2007,200000
"Y","Reg",2,6,8,1824,520,1,2007,180500
"Y","Reg",2,6,7,1376,576,0,2007,165000
"Y","Reg",2,5,7,1316,576,0,2007,90000
"Y","Reg",1,6,7,1396,384,0,2007,153575
"N","IR1",2,7,6,1344,456,1,2007,140000
"N","Reg",1,6,10,2526,216,1,2007,136000
"N","Reg",1,5,7,1173,240,0,2007,113000
"N","Reg",1,5,6,1214,216,0,2007,117000
"Y","Reg",1,7,7,1818,240,2,2007,169500
"Y","Reg",1,7,6,1108,280,1,2007,139400
"Y","Reg",2,6,9,2294,658,1,2007,202500
"Y","Reg",0,6,7,1355,0,0,2007,127000
"Y","Reg",1,6,6,1375,544,1,2007,141000
"Y","Reg",1,7,8,1952,299,2,2007,212300
"Y","Reg",2,6,7,2180,720,1,2007,161000
"Y","Reg",2,4,5,1315,436,0,2007,99500
"N","Reg",1,5,6,1111,288,0,2007,101000
"Y","Reg",2,4,5,1196,440,0,2007,109900
"Y","IR1",2,5,7,1382,660,0,2007,128500
"N","IR1",1,7,9,1889,308,1,2007,122000
"Y","IR1",0,5,5,840,0,1,2007,87000
"Y","Reg",1,4,6,1484,264,0,2007,50000
"Y","Reg",2,7,7,2267,498,2,2007,219000
"Y","IR1",0,5,12,3086,0,1,2007,200500
"N","Reg",1,5,7,1134,240,0,2007,126000
"N","IR1",1,5,4,1282,240,0,2007,108500
"Y","Reg",1,5,6,999,308,0,2007,130000
"Y","Reg",2,5,6,1452,572,1,2007,158450
"Y","Reg",2,4,5,1005,440,0,2007,115400
"Y","Reg",1,4,5,1029,261,0,2007,118500
"Y","IR1",2,5,5,1020,528,1,2007,165000
"Y","IR1",1,5,6,1040,264,0,2007,123000
"Y","Reg",1,6,6,913,240,0,2007,129000
"Y","IR1",1,5,5,894,384,0,2007,125000
"Y","IR1",1,5,6,948,300,0,2007,108000
"Y","Reg",2,5,6,868,576,0,2007,119900
"Y","IR1",1,5,5,897,264,0,2007,115000
"Y","IR1",2,5,5,943,528,0,2007,134500
"Y","Reg",1,5,6,955,386,0,2007,127000
"Y","Reg",2,5,5,894,450,1,2007,129000
"Y","Reg",2,6,7,1285,528,1,2007,143500
"Y","Reg",1,5,6,912,315,0,2007,129000
"Y","Reg",1,5,6,1375,323,1,2007,187000
"Y","Reg",2,5,11,2654,638,1,2007,158000
"Y","Reg",2,5,7,1416,576,0,2007,112000
"Y","Reg",1,7,6,1302,224,2,2007,165250
"Y","Reg",2,6,6,1299,494,1,2007,150000
"Y","Reg",1,5,6,1176,303,2,2007,137000
"N","Reg",2,4,5,998,460,0,2007,89500
"Y","IR2",2,7,5,1824,739,2,2007,302000
